"appid","observed","fitted","pearson_residual"
1805570,42,70.9022620689362,-0.180850145655395
1817500,746,158.768342212185,1.50709923066566
1820100,66,662.169297396517,-0.325403755238058
1821550,7,223.263760399044,-0.382397327951697
1829920,3,196.964875364943,-0.393211228214156
1844460,6,154.88187084804,-0.392622873531972
1856490,26,733.148638018959,-0.346024312737652
1858790,1,56.3456340223091,-0.447934189448768
1860290,1,175.53022965557,-0.40129762777126
1861410,43,829.633833768562,-0.33714567552323
1864000,2301,1557.77590185051,0.162550273411583
1866640,1,35.8657636599337,-0.470461718120485
1869290,1466,2051.70586813756,-0.0955745655530703
1869780,826,1853.61759444384,-0.186790755764087
1880620,1344,3117.86002181667,-0.185707998300747
1891030,4,260.593436588236,-0.383443722890037
1893440,104,783.116839112539,-0.309627724853058
1909840,2047,1682.78168396866,0.0733750956443783
1911200,1,400.702160481228,-0.374730936528576
1925940,21,64.4460128004957,-0.302465510534202
1926610,47,3277.44164904299,-0.320790425138061
1929290,1787,1122.6790067941,0.206027545763919
1932190,9,411.104103514429,-0.366690350760929
1935330,13,823.760581249124,-0.350140716735933
1936360,181,1140.16456622251,-0.292599293086559
1940870,43,337.096501014179,-0.332402710109096
1941370,56,974.801245245017,-0.331373778682155
1942500,2,200.144441184984,-0.394722120260274
1943950,136842,632.851102984309,78.0516900678953
1946930,18,42.2431190520163,-0.271577213634247
1947160,17,630.45676026471,-0.352962487797753
1951060,17,859.427573435597,-0.347670551729183
1961850,60,582.953608296635,-0.327321333499309
1962020,5,1206.09095317123,-0.345061560022187
1963370,6960,586.417966092679,3.96394649975462
1968180,21,95.3006589014798,-0.334632168663685
1968440,1,1054.91816771382,-0.34932968637403
1976860,123,708.44742588997,-0.297201357314924
1983950,2,25.1418336519237,-0.469621657629906
1985300,7,473.727626650398,-0.365245562266666
1989960,4,73.7157821348744,-0.417700405434871
1995980,7,35.544145443906,-0.389138828020604
2000780,14,911.705919229672,-0.347790954903664
2000970,40,345.47892013657,-0.336206891118678
2012510,2103,80.9540644934874,10.9150119337427
2016460,3235,6776.6694576487,-0.163313300940557
2018960,30,1952.84282754002,-0.330670134408245
2021390,64,154.340157587129,-0.239157206767614
2022230,104,755.22071337661,-0.308681153793265
2025870,17,2154.95021285185,-0.331142084792333
2055400,1,17.8888381327408,-0.509911871407063
2058140,177,1180.830127497,-0.294979675736789
2060160,8990,697.936537765414,4.2775118861109
2070860,11,391.962552253617,-0.365774312405075
2074740,20,2030.87599382386,-0.331708045201768
2076520,146,1181.44150168455,-0.304100748978629
2077750,86,1812.91499240548,-0.321401276124255
2085620,115,653.431333612187,-0.298111146222248
